label,checkpoint,group,n,accuracy_pct,mean_relevant_updates,mean_total_ops,mean_irrelevant_ops,mean_ops_after_last_relevant,stale_available_not_gold_n,stale_pick_pct_among_wrong_stale_available_not_gold
chck82,eval,rel_eq0_irrelevant_ops_9,46,41.30434782608695,0.0,9.0,9.0,9.0,0,nan
chck82,eval,rel_eq0_irrelevant_ops_ge7,273,29.67032967032967,0.0,8.981684981684982,8.981684981684982,8.981684981684982,0,nan
chck82,eval,rel_eq0_irrelevant_ops_gt0,1237,37.99514955537591,0.0,4.22069523039612,4.22069523039612,4.22069523039612,0,nan
chck82,eval,rel_eq0_total_ops0,304,35.19736842105263,0.0,0.0,0.0,0.0,0,nan
chck82,eval,rel_ge1,5239,25.081122351593816,2.5831265508684864,8.527772475663294,5.944645924794808,1.7066234014124833,1221,37.47178329571106
chck82,eval,rel_ge1_postrel_ops0,1850,30.37837837837838,2.842162162162162,7.996756756756756,5.154594594594594,0.0,446,38.851351351351354
chck82,eval,rel_ge1_postrel_ops_0,1850,30.37837837837838,2.842162162162162,7.996756756756756,5.154594594594594,0.0,446,38.851351351351354
chck82,eval,rel_ge1_postrel_ops_1,1200,27.166666666666668,2.7025,8.214166666666667,5.511666666666667,1.0,310,36.607142857142854
chck82,eval,rel_ge1_postrel_ops_10,15,6.666666666666667,1.1333333333333333,11.466666666666667,10.333333333333334,10.0,0,nan
chck82,eval,rel_ge1_postrel_ops_11,6,0.0,1.0,12.0,11.0,11.0,0,nan
chck82,eval,rel_ge1_postrel_ops_2,817,24.23500611995104,2.5813953488372094,8.664626682986537,6.0832313341493265,2.0,201,40.666666666666664
chck82,eval,rel_ge1_postrel_ops_3,513,23.391812865497077,2.415204678362573,9.015594541910332,6.6003898635477585,3.0,120,36.666666666666664
chck82,eval,rel_ge1_postrel_ops_4,343,14.868804664723031,2.250728862973761,9.177842565597668,6.927113702623907,4.0,70,30.508474576271187
chck82,eval,rel_ge1_postrel_ops_5,214,11.214953271028037,2.0186915887850465,9.686915887850468,7.668224299065421,5.0,38,44.11764705882353
chck82,eval,rel_ge1_postrel_ops_6,143,12.587412587412587,1.8391608391608392,9.937062937062937,8.097902097902098,6.0,29,23.076923076923077
chck82,eval,rel_ge1_postrel_ops_7,75,8.0,1.48,10.24,8.76,7.0,6,33.333333333333336
chck82,eval,rel_ge1_postrel_ops_8,40,17.5,1.325,10.3,8.975,8.0,0,nan
chck82,eval,rel_ge1_postrel_ops_9,23,4.3478260869565215,1.3043478260869565,11.130434782608695,9.826086956521738,9.0,1,0.0
chck82,eval,rel_ge1_postrel_ops_gt0,3389,22.18943641192092,2.4417232221894363,8.817645323104161,6.375922100914724,2.638241369135438,775,36.779661016949156
chck82,eval,rel_ge3,2650,30.150943396226417,3.6520754716981134,9.80188679245283,6.149811320754717,1.2532075471698114,716,36.78861788617886
chck82,eval,rel_ge3_postrel_ops0,1114,34.56014362657091,3.708258527827648,9.392280071813286,5.684021543985637,0.0,302,33.854166666666664
chck82,eval,rel_ge3_postrel_ops_gt0,1536,26.953125,3.611328125,10.098958333333334,6.487630208333333,2.162109375,414,38.666666666666664
chck82,eval,rel_updates_0,1541,37.44321868916288,0.0,3.388059701492537,3.388059701492537,3.388059701492537,0,nan
chck82,eval,rel_updates_1,1323,16.780045351473923,1.0,6.316704459561603,5.316704459561603,2.4807256235827664,16,36.36363636363637
chck82,eval,rel_updates_2,1266,23.143759873617693,2.0,8.171406003159557,6.171406003159557,1.8467614533965244,489,38.38120104438642
chck82,eval,rel_updates_3,1230,27.804878048780488,3.0,9.44308943089431,6.443089430894309,1.473170731707317,296,34.76190476190476
chck82,eval,rel_updates_4,1112,32.014388489208635,4.0,10.02158273381295,6.0215827338129495,1.10431654676259,326,40.35874439461883
chck82,eval,rel_updates_5,308,32.79220779220779,5.0,10.441558441558442,5.441558441558442,0.9123376623376623,94,30.508474576271187
chck82,eval,reported_numops_0,1541,37.44321868916288,0.0,3.388059701492537,3.388059701492537,3.388059701492537,0,nan
chck82,eval,reported_numops_1,1274,15.85557299843014,1.0,6.229199372056515,5.229199372056515,2.502354788069074,0,nan
chck82,eval,reported_numops_2,1217,22.67871815940838,1.9597370583401807,8.054231717337716,6.094494658997535,1.8742810188989318,481,38.297872340425535
chck82,eval,reported_numops_3,1240,28.548387096774192,2.9290322580645163,9.390322580645162,6.461290322580645,1.5153225806451613,289,34.46601941747573
chck82,eval,reported_numops_4,1175,31.148936170212767,3.9191489361702128,10.04595744680851,6.1268085106382975,1.1046808510638297,351,40.40816326530612
chck82,eval,reported_numops_5,333,34.83483483483484,4.915915915915916,10.483483483483484,5.5675675675675675,0.8858858858858859,100,30.508474576271187
chck82,eval,stale_available_not_gold,1221,27.436527436527438,2.994266994266994,9.25962325962326,6.2653562653562656,1.4471744471744472,1221,37.47178329571106
chck82,eval,total_ops_0,304,35.19736842105263,0.0,0.0,0.0,0.0,0,nan
chck82,eval,total_ops_1,331,33.53474320241692,0.22356495468277945,1.0,0.7764350453172205,0.7764350453172205,0,nan
chck82,eval,total_ops_10,733,26.330150068212824,2.8076398362892223,10.0,7.192360163710777,2.2742155525238745,186,36.090225563909776
chck82,eval,total_ops_11,828,26.207729468599034,2.9504830917874396,11.0,8.04951690821256,2.3659420289855073,234,33.13253012048193
chck82,eval,total_ops_12,919,27.20348204570185,3.115342763873776,12.0,8.884657236126225,2.4689880304678997,227,35.80246913580247
chck82,eval,total_ops_2,339,30.088495575221238,0.4424778761061947,2.0,1.5575221238938053,1.4188790560471976,7,60.0
chck82,eval,total_ops_3,358,28.491620111731844,0.723463687150838,3.0,2.276536312849162,1.8044692737430168,13,72.72727272727273
chck82,eval,total_ops_4,369,28.726287262872628,1.005420054200542,4.0,2.994579945799458,2.105691056910569,27,38.095238095238095
chck82,eval,total_ops_5,393,27.480916030534353,1.3231552162849873,5.0,3.676844783715013,2.346055979643766,43,40.625
chck82,eval,total_ops_6,446,28.026905829596412,1.6591928251121075,6.0,4.3408071748878925,2.318385650224215,75,41.509433962264154
chck82,eval,total_ops_7,508,25.984251968503937,2.045275590551181,7.0,4.9547244094488185,2.2401574803149606,114,44.04761904761905
chck82,eval,total_ops_8,592,27.7027027027027,2.285472972972973,8.0,5.714527027027027,2.429054054054054,131,32.63157894736842
chck82,eval,total_ops_9,660,26.363636363636363,2.5196969696969695,9.0,6.4803030303030305,2.3848484848484848,164,39.516129032258064
chck82,eval,type_ambiref,2315,25.91792656587473,2.0872570194384448,7.525701943844492,5.438444924406047,2.127861771058315,399,29.78723404255319
chck82,eval,type_move_contents,2227,29.636281993713517,1.8792096991468343,7.292321508756174,5.41311180960934,2.092501122586439,381,39.50177935943061
chck82,eval,type_regular,2238,28.194816800714925,2.0178731009830204,7.254691689008043,5.236818588025022,2.0446827524575513,441,42.414860681114554
coherent86,eval,ALL,6780,27.831858407079647,1.9960176991150442,7.359587020648967,5.363569321533923,2.0887905604719763,1221,38.331454340473506
coherent86,eval,rel1_postrel_ops0,345,19.130434782608695,1.0,4.573913043478261,3.5739130434782607,0.0,4,100.0
coherent86,eval,rel1_postrel_ops_gt0,978,16.05316973415133,1.0,6.931492842535787,5.931492842535787,3.355828220858896,12,20.0
coherent86,eval,rel1_stale_available_not_gold,16,31.25,1.0,8.5,7.5,2.25,16,27.272727272727273
coherent86,eval,rel2_postrel_ops0,391,29.41176470588235,2.0,7.040920716112532,5.040920716112532,0.0,140,48.0
coherent86,eval,rel2_postrel_ops_gt0,875,20.685714285714287,2.0,8.676571428571428,6.676571428571428,2.672,349,36.200716845878134
coherent86,eval,rel2_stale_available_not_gold,489,22.494887525562373,2.0,8.366053169734151,6.366053169734151,1.822085889570552,489,39.31398416886544
coherent86,eval,rel3_postrel_ops0,469,32.19616204690831,3.0,8.867803837953092,5.867803837953092,0.0,109,32.394366197183096
coherent86,eval,rel3_postrel_ops_gt0,761,24.441524310118265,3.0,9.797634691195794,6.797634691195795,2.38107752956636,187,39.436619718309856
coherent86,eval,rel3_stale_available_not_gold,296,28.04054054054054,3.0,9.54054054054054,6.54054054054054,1.4256756756756757,296,37.08920187793427
coherent86,eval,rel4_postrel_ops0,501,34.131736526946106,4.0,9.684630738522953,5.684630738522954,0.0,153,37.86407766990291
coherent86,eval,rel4_postrel_ops_gt0,611,30.27823240589198,4.0,10.297872340425531,6.297872340425532,2.009819967266776,173,41.12903225806452
coherent86,eval,rel4_stale_available_not_gold,326,30.368098159509202,4.0,10.13803680981595,6.138036809815951,0.9785276073619632,326,39.647577092511014
coherent86,eval,rel5_postrel_ops0,144,41.666666666666664,5.0,10.083333333333334,5.083333333333333,0.0,40,23.80952380952381
coherent86,eval,rel5_postrel_ops_gt0,164,25.609756097560975,5.0,10.75609756097561,5.7560975609756095,1.7134146341463414,54,38.888888888888886
coherent86,eval,rel5_stale_available_not_gold,94,39.361702127659576,5.0,10.106382978723405,5.1063829787234045,1.053191489361702,94,33.333333333333336
coherent86,eval,rel_eq0,1541,37.18364698247891,0.0,3.388059701492537,3.388059701492537,3.388059701492537,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_1,257,38.521400778210115,0.0,1.0,1.0,1.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_10,36,27.77777777777778,0.0,10.0,10.0,10.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_11,32,25.0,0.0,11.0,11.0,11.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_12,30,26.666666666666668,0.0,12.0,12.0,12.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_1to3,641,38.68954758190328,0.0,1.8673946957878316,1.8673946957878316,1.8673946957878316,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_2,212,39.62264150943396,0.0,2.0,2.0,2.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_3,172,37.7906976744186,0.0,3.0,3.0,3.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_4,131,40.458015267175576,0.0,4.0,4.0,4.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_4to6,323,42.10526315789474,0.0,4.86687306501548,4.86687306501548,4.86687306501548,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_5,104,41.34615384615385,0.0,5.0,5.0,5.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_6,88,45.45454545454545,0.0,6.0,6.0,6.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_7,66,27.272727272727273,0.0,7.0,7.0,7.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_8,63,28.571428571428573,0.0,8.0,8.0,8.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_9,46,41.30434782608695,0.0,9.0,9.0,9.0,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_ge7,273,29.67032967032967,0.0,8.981684981684982,8.981684981684982,8.981684981684982,0,nan
coherent86,eval,rel_eq0_irrelevant_ops_gt0,1237,37.5909458367017,0.0,4.22069523039612,4.22069523039612,4.22069523039612,0,nan
coherent86,eval,rel_eq0_total_ops0,304,35.526315789473685,0.0,0.0,0.0,0.0,0,nan
coherent86,eval,rel_ge1,5239,25.081122351593816,2.5831265508684864,8.527772475663294,5.944645924794808,1.7066234014124833,1221,38.331454340473506
coherent86,eval,rel_ge1_postrel_ops0,1850,30.43243243243243,2.842162162162162,7.996756756756756,5.154594594594594,0.0,446,39.189189189189186
coherent86,eval,rel_ge1_postrel_ops_0,1850,30.43243243243243,2.842162162162162,7.996756756756756,5.154594594594594,0.0,446,39.189189189189186
coherent86,eval,rel_ge1_postrel_ops_1,1200,27.166666666666668,2.7025,8.214166666666667,5.511666666666667,1.0,310,38.11659192825112
coherent86,eval,rel_ge1_postrel_ops_10,15,6.666666666666667,1.1333333333333333,11.466666666666667,10.333333333333334,10.0,0,nan
coherent86,eval,rel_ge1_postrel_ops_11,6,0.0,1.0,12.0,11.0,11.0,0,nan
coherent86,eval,rel_ge1_postrel_ops_2,817,23.990208078335375,2.5813953488372094,8.664626682986537,6.0832313341493265,2.0,201,41.44736842105263
coherent86,eval,rel_ge1_postrel_ops_3,513,23.976608187134502,2.415204678362573,9.015594541910332,6.6003898635477585,3.0,120,37.77777777777778
coherent86,eval,rel_ge1_postrel_ops_4,343,14.577259475218659,2.250728862973761,9.177842565597668,6.927113702623907,4.0,70,33.898305084745765
coherent86,eval,rel_ge1_postrel_ops_5,214,10.74766355140187,2.0186915887850465,9.686915887850468,7.668224299065421,5.0,38,41.1764705882353
coherent86,eval,rel_ge1_postrel_ops_6,143,13.286713286713287,1.8391608391608392,9.937062937062937,8.097902097902098,6.0,29,23.076923076923077
coherent86,eval,rel_ge1_postrel_ops_7,75,6.666666666666667,1.48,10.24,8.76,7.0,6,33.333333333333336
coherent86,eval,rel_ge1_postrel_ops_8,40,17.5,1.325,10.3,8.975,8.0,0,nan
coherent86,eval,rel_ge1_postrel_ops_9,23,4.3478260869565215,1.3043478260869565,11.130434782608695,9.826086956521738,9.0,1,0.0
coherent86,eval,rel_ge1_postrel_ops_gt0,3389,22.159929182649748,2.4417232221894363,8.817645323104161,6.375922100914724,2.638241369135438,775,37.90186125211506
coherent86,eval,rel_ge3,2650,30.0,3.6520754716981134,9.80188679245283,6.149811320754717,1.2532075471698114,716,37.82696177062374
coherent86,eval,rel_ge3_postrel_ops0,1114,34.29084380610413,3.708258527827648,9.392280071813286,5.684021543985637,0.0,302,34.35897435897436
coherent86,eval,rel_ge3_postrel_ops_gt0,1536,26.888020833333332,3.611328125,10.098958333333334,6.487630208333333,2.162109375,414,40.06622516556291
coherent86,eval,rel_updates_0,1541,37.18364698247891,0.0,3.388059701492537,3.388059701492537,3.388059701492537,0,nan
coherent86,eval,rel_updates_1,1323,16.855631141345427,1.0,6.316704459561603,5.316704459561603,2.4807256235827664,16,27.272727272727273
coherent86,eval,rel_updates_2,1266,23.380726698262244,2.0,8.171406003159557,6.171406003159557,1.8467614533965244,489,39.31398416886544
coherent86,eval,rel_updates_3,1230,27.398373983739837,3.0,9.44308943089431,6.443089430894309,1.473170731707317,296,37.08920187793427
coherent86,eval,rel_updates_4,1112,32.014388489208635,4.0,10.02158273381295,6.0215827338129495,1.10431654676259,326,39.647577092511014
coherent86,eval,rel_updates_5,308,33.116883116883116,5.0,10.441558441558442,5.441558441558442,0.9123376623376623,94,33.333333333333336
coherent86,eval,reported_numops_0,1541,37.18364698247891,0.0,3.388059701492537,3.388059701492537,3.388059701492537,0,nan
coherent86,eval,reported_numops_1,1274,15.934065934065934,1.0,6.229199372056515,5.229199372056515,2.502354788069074,0,nan
coherent86,eval,reported_numops_2,1217,22.843056696795397,1.9597370583401807,8.054231717337716,6.094494658997535,1.8742810188989318,481,38.8739946380697
coherent86,eval,reported_numops_3,1240,28.14516129032258,2.9290322580645163,9.390322580645162,6.461290322580645,1.5153225806451613,289,37.19806763285024
coherent86,eval,reported_numops_4,1175,31.23404255319149,3.9191489361702128,10.04595744680851,6.1268085106382975,1.1046808510638297,351,39.6
coherent86,eval,reported_numops_5,333,35.13513513513514,4.915915915915916,10.483483483483484,5.5675675675675675,0.8858858858858859,100,33.333333333333336
coherent86,eval,stale_available_not_gold,1221,27.354627354627354,2.994266994266994,9.25962325962326,6.2653562653562656,1.4471744471744472,1221,38.331454340473506
coherent86,eval,total_ops_0,304,35.526315789473685,0.0,0.0,0.0,0.0,0,nan
coherent86,eval,total_ops_1,331,32.93051359516616,0.22356495468277945,1.0,0.7764350453172205,0.7764350453172205,0,nan
coherent86,eval,total_ops_10,733,26.875852660300136,2.8076398362892223,10.0,7.192360163710777,2.2742155525238745,186,36.8421052631579
coherent86,eval,total_ops_11,828,26.08695652173913,2.9504830917874396,11.0,8.04951690821256,2.3659420289855073,234,34.73053892215569
coherent86,eval,total_ops_12,919,27.094668117519042,3.115342763873776,12.0,8.884657236126225,2.4689880304678997,227,36.64596273291925
coherent86,eval,total_ops_2,339,30.678466076696164,0.4424778761061947,2.0,1.5575221238938053,1.4188790560471976,7,60.0
coherent86,eval,total_ops_3,358,27.932960893854748,0.723463687150838,3.0,2.276536312849162,1.8044692737430168,13,72.72727272727273
coherent86,eval,total_ops_4,369,28.726287262872628,1.005420054200542,4.0,2.994579945799458,2.105691056910569,27,45.0
coherent86,eval,total_ops_5,393,27.2264631043257,1.3231552162849873,5.0,3.676844783715013,2.346055979643766,43,40.625
coherent86,eval,total_ops_6,446,28.251121076233183,1.6591928251121075,6.0,4.3408071748878925,2.318385650224215,75,41.1764705882353
coherent86,eval,total_ops_7,508,25.0,2.045275590551181,7.0,4.9547244094488185,2.2401574803149606,114,46.51162790697674
coherent86,eval,total_ops_8,592,27.195945945945947,2.285472972972973,8.0,5.714527027027027,2.429054054054054,131,35.05154639175258
coherent86,eval,total_ops_9,660,26.818181818181817,2.5196969696969695,9.0,6.4803030303030305,2.3848484848484848,164,37.096774193548384
coherent86,eval,type_ambiref,2315,25.615550755939523,2.0872570194384448,7.525701943844492,5.438444924406047,2.127861771058315,399,28.82562277580071
coherent86,eval,type_move_contents,2227,29.815895823978448,1.8792096991468343,7.292321508756174,5.41311180960934,2.092501122586439,381,40.569395017793596
coherent86,eval,type_regular,2238,28.15013404825737,2.0178731009830204,7.254691689008043,5.236818588025022,2.0446827524575513,441,44.61538461538461
